n.text,n.type
"""<@U0975P59N> has joined the channel""","""message"""
"""<@U46QVGF36> has joined the channel""","""message"""
"""<@U3KA7F0S2> has joined the channel""","""message"""
"""<@U3HGNFH2A> has joined the channel""","""message"""
"""<@U18LRMV50> has joined the channel""","""message"""
"""<@U352VFCPJ> has joined the channel""","""message"""
"""<@U2ZHK3XDK> has joined the channel""","""message"""
"""<@U09U3H8LR> has joined the channel""","""message"""
"""<@U08K1F05A> has joined the channel""","""message"""
"""<@U200BB4V6> has joined the channel""","""message"""
"""<@U1RLJ4THR> has joined the channel""","""message"""
"""<@U17159SMV> has joined the channel""","""message"""
"""<@U198VD0V8> has joined the channel""","""message"""
"""<@U1QMM6ECA> has joined the channel""","""message"""
"""<@U1K2RD0H5> has joined the channel""","""message"""
"""<@U08J9497E> has joined the channel""","""message"""
"""<@U1J7HDDUL> has joined the channel""","""message"""
"""<@U08J6TXRV> has joined the channel""","""message"""
"""<@U11BH41M4> has joined the channel""","""message"""
"""<@U08J3F3L3> has joined the channel""","""message"""
"""<@U0QP4R84C> has joined the channel""","""message"""
"""<@U101PHVV5> has joined the channel""","""message"""
"""<@U0R7MGPDG> has joined the channel""","""message"""
"""<@U08JAFJSX> has joined the channel""","""message"""
"""<@U0A2PK1GF> has joined the channel""","""message"""
"""<@U08J6L06Q> has joined the channel""","""message"""
"""<@U0G653RFE> has joined the channel""","""message"""
"""<@U092PQPML> has joined the channel""","""message"""
"""<@U0MBQKXFS> has joined the channel""","""message"""
"""<@U08KHFLPN> has joined the channel""","""message"""
"""<@U0AAPQ4G5> has joined the channel""","""message"""
"""<@U0AS0S0N8> has joined the channel""","""message"""
"""<@U0M9Q1MK8> has joined the channel""","""message"""
"""<@U08JHF1H6> has joined the channel""","""message"""
"""<@U08RTAFRN> has joined the channel""","""message"""
"""<@U08J18KHB> has joined the channel""","""message"""
"""<@U08MJQWT1> has joined the channel""","""message"""
"""<@U08J27VGT> has joined the channel""","""message"""
"""<@UUDLB8AN5> has joined the channel""","""message"""
"""<@UG5KSKXQF> has joined the channel""","""message"""
"""<@UEF0K508G> has joined the channel""","""message"""
"""<@U93L3LWE8> has joined the channel""","""message"""
"""<@UFLCE0X96> has joined the channel""","""message"""
"""<@UM1SBMW8K> has joined the channel""","""message"""
"""<@UPRLUAPV4> has joined the channel""","""message"""
"""<@UMFFNKCTZ> has joined the channel""","""message"""
"""<@UL7LDGFSR> has joined the channel""","""message"""
"""<@UJS52V3E3> has joined the channel""","""message"""
"""<@UHW7HDQ74> has joined the channel""","""message"""
"""<@UD82P10LF> has joined the channel""","""message"""
"""<@UJ8PJRUNS> has joined the channel""","""message"""
"""<@U9GECAXGT> has joined the channel""","""message"""
"""<@UA02R05EW> has joined the channel""","""message"""
"""<@UC2989XTJ> has joined the channel""","""message"""
"""<@UFQRYPS4S> has joined the channel""","""message"""
"""<@UB4TTDZ5W> has joined the channel""","""message"""
"""<@UFJ1RE58C> has joined the channel""","""message"""
"""<@U6SSEGZE3> has joined the channel""","""message"""
"""<@UDRRSGACF> has joined the channel""","""message"""
"""<@UATHDBFFU> has joined the channel""","""message"""
"""<@U2T22TD5J> has joined the channel""","""message"""
"""<@U45M86USF> has joined the channel""","""message"""
"""<@UCSGJHYQ2> has joined the channel""","""message"""
"""<@U50C44JQM> has joined the channel""","""message"""
"""<@UC491K34M> has joined the channel""","""message"""
"""<@UC3QFA3CH> has joined the channel""","""message"""
"""<@UB2BD387K> has joined the channel""","""message"""
"""<@U9FQ17536> has joined the channel""","""message"""
"""<@U6YCD4W4R> has joined the channel""","""message"""
"""<@U940D5P2A> has joined the channel""","""message"""
"""<@U6Y9US9NK> has joined the channel""","""message"""
"""<@UBAQZMRJR> has joined the channel""","""message"""
"""<@UBGT7429L> has joined the channel""","""message"""
"""<@UAR5AHNF7> has joined the channel""","""message"""
"""<@UB5QG696G> has joined the channel""","""message"""
"""<@UAZNLPFHT> has joined the channel""","""message"""
"""<@U9LAZ7ZH6> has joined the channel""","""message"""
"""<@U8KCHCMJQ> has joined the channel""","""message"""
"""<@U8N9XKAMR> has joined the channel""","""message"""
"""<@UAM5HJJTE> has joined the channel""","""message"""
"""<@U8PUBD95J> has joined the channel""","""message"""
"""<@U4MASUMM2> has joined the channel""","""message"""
"""<@U9THQP6DP> has joined the channel""","""message"""
"""<@U9SQ6M5C5> has joined the channel""","""message"""
"""<@U89D36HK3> has joined the channel""","""message"""
"""<@U9CRHDR9U> has joined the channel""","""message"""
"""<@U9NQV130A> has joined the channel""","""message"""
"""<@U9RH2SBKL> has joined the channel""","""message"""
"""<@U7ZDL6137> has joined the channel""","""message"""
"""<@U63UC33UG> has joined the channel""","""message"""
"""<@U9GCR2RPZ> has joined the channel""","""message"""
"""<@U9E0WJ0G3> has joined the channel""","""message"""
"""<@U9CBP63UL> has joined the channel""","""message"""
"""<@U6GME22GJ> has joined the channel""","""message"""
"""<@U08L8SQJE> has joined the channel""","""message"""
"""<@U97EN8ENR> has joined the channel""","""message"""
"""<@U87L8RT6W> has joined the channel""","""message"""
"""<@U5BUXJ518> has joined the channel""","""message"""
"""<@U8CPP922H> has joined the channel""","""message"""
"""<@U18CTRFHS> has joined the channel""","""message"""
"""<@U66QNUA9M> has joined the channel""","""message"""
"""<@U8M985WP7> has joined the channel""","""message"""
"""<@U76V743CG> has joined the channel""","""message"""
"""<@U198VD0V8> has joined the channel""","""message"""
"""<@U6A8GBHU6> has joined the channel""","""message"""
"""<@U811ETFME> has joined the channel""","""message"""
"""<@U831CA2CX> has joined the channel""","""message"""
"""<@U7X490V7X> has joined the channel""","""message"""
"""<@U0DDNCDR7> has joined the channel""","""message"""
"""<@U65UANCG2> has joined the channel""","""message"""
"""<@U08JAMUSW> has joined the channel""","""message"""
"""<@U7EJYFVQ9> has joined the channel""","""message"""
"""<@U0GREM24B> has joined the channel""","""message"""
"""<@U23RLUGA3> has joined the channel""","""message"""
"""<@U3QL2C41E> has joined the channel""","""message"""
"""<@U5UF9SF6G> has joined the channel""","""message"""
"""<@U08J9QFDX> has joined the channel""","""message"""
"""<@U73JMVCP6> has joined the channel""","""message"""
"""<@U11BZQCFJ> has joined the channel""","""message"""
"""<@U08J9S93L> has joined the channel""","""message"""
"""<@U3T81CFV3> has joined the channel""","""message"""
"""<@U51ND1DBP> has joined the channel""","""message"""
"""<@U511L38BX> has joined the channel""","""message"""
"""<@U3RUA65A7> has joined the channel""","""message"""
"""<@U690H8LGM> has joined the channel""","""message"""
"""<@U4YRHQA2Y> has joined the channel""","""message"""
"""<@U1QBL4Y15> has joined the channel""","""message"""
"""<@U0A9PFKJ6> has joined the channel""","""message"""
"""<@U5K9YCEM9> has joined the channel""","""message"""
"""<@U5AN301AM> has joined the channel""","""message"""
"""<@U11F3MPBP> has joined the channel""","""message"""
"""<@U1K0GG24U> has joined the channel""","""message"""
"""<@U5QEK6Z5G> has joined the channel""","""message"""
"""<@U5QF0CB6F> has joined the channel""","""message"""
"""<@U4CKUHF0U> has joined the channel""","""message"""
"""<@U3RJEUY2Z> has joined the channel""","""message"""
"""<@U5TT4C3EE> has joined the channel""","""message"""
"""<@U5K59GZP0> has joined the channel""","""message"""
"""<@U092216T1> has joined the channel""","""message"""
"""<@U4W0ZDLTS> has joined the channel""","""message"""
"""<@U2D751FP0> has joined the channel""","""message"""
"""<@U154U8U4C> has joined the channel""","""message"""
"""<@U08J93JLQ> has joined the channel""","""message"""
"""<@U08J9PNT0> has joined the channel""","""message"""
"""<@U08JA1PEW> has joined the channel""","""message"""
"""<@U4WEFHGP8> has joined the channel""","""message"""
"""<@U3WKTG90R> has joined the channel""","""message"""
"""<@U3YM7REJ0> has joined the channel""","""message"""
"""<@U4896HT1P> has joined the channel""","""message"""
"""<@U4AEW5TDE> has joined the channel""","""message"""
"""<@U4DBDAD3N> has joined the channel""","""message"""
"""<@U0975P59N> has joined the channel""","""message"""
"""<@U46QVGF36> has joined the channel""","""message"""
"""<@U2B1V3BL7> has joined the channel""","""message"""
"""<@U08KA9KMH> has joined the channel""","""message"""
"""<@U361EMW07> has joined the channel""","""message"""
"""<@U0B6UB8AF> has joined the channel""","""message"""
"""<@U1RHXVBGT> has joined the channel""","""message"""
"""<@U382B3KJT> has joined the channel""","""message"""
"""<@U2YRQEV28> has joined the channel""","""message"""
"""<@U2C6R9FPY> has joined the channel""","""message"""
"""<@U2ZT2L1EV> has joined the channel""","""message"""
"""<@U2DHRHE8G> has joined the channel""","""message"""
"""<@U2P78F0TA> has joined the channel""","""message"""
"""<@U0E7MMYAW> has joined the channel""","""message"""
"""<@U08J6SRR9> has joined the channel""","""message"""
"""<@U0TKEDBUG> has joined the channel""","""message"""
"""<@U1FQCQ99P> has joined the channel""","""message"""
"""<@U160UB2R5> has joined the channel""","""message"""
"""<@U1Q3DQ7LY> has joined the channel""","""message"""
"""<@U16BG2T52> has joined the channel""","""message"""
"""<@U1D0U9D7T> has joined the channel""","""message"""
"""<@U0HHB2J83> has joined the channel""","""message"""
"""<@U0H07NRLN> has joined the channel""","""message"""
"""<@U0MBQKXFS> has joined the channel""","""message"""
"""<@U0AGLPTST> has joined the channel""","""message"""
"""<@U1K2RD0H5> has joined the channel""","""message"""
"""<@U0ZUWQ10V> has joined the channel""","""message"""
"""<@U18LRMV50> has joined the channel""","""message"""
"""<@U19BLE7PG> has joined the channel""","""message"""
"""<@U0B8FD4JK> has joined the channel""","""message"""
"""<@U08JR4S14> has joined the channel""","""message"""
"""<@U18TM2M71> has joined the channel""","""message"""
"""<@U0UP7GE8M> has joined the channel""","""message"""
"""<@U0ZVBHKH7> has joined the channel""","""message"""
"""<@U15UR72JU> has joined the channel""","""message"""
"""<@U08JAFJSX> has joined the channel""","""message"""
"""<@U0QP4R84C> has joined the channel""","""message"""
"""<@U13CW844F> has joined the channel""","""message"""
"""<@U0MN26G5A> has joined the channel""","""message"""
"""<@U0ZB6UF4Z> has joined the channel""","""message"""
"""<@U08J27VGT> has joined the channel""","""message"""
"""<@U0VL8BXK3> has joined the channel""","""message"""
"""<@U0DE11HQD> has joined the channel""","""message"""
"""<@U0B3RLX9R> has joined the channel""","""message"""
"""<@U08MJQWT1> has joined the channel""","""message"""
"""<@U08NT3VDL> has joined the channel""","""message"""
"""<@U092PQPML> has joined the channel""","""message"""
"""<@U08JHF1H6> has joined the channel""","""message"""
"""<@U08RTAFRN> has joined the channel""","""message"""
"""<@U09EM9DPA> has joined the channel""","""message"""
"""<@U08J18KHB> has joined the channel""","""message"""
"""<@U08J941FX> has joined the channel""","""message"""
"""<@U08J6L06Q> has joined the channel""","""message"""
"""<@U08J26HQA> has joined the channel""","""message"""
"""<@U091SNMCN> has joined the channel""","""message"""
"""<@U08J3F3L3> has joined the channel""","""message"""
"""<@UUDLB8AN5> has joined the channel""","""message"""
"""<@U08J9497E> has joined the channel""","""message"""
"""<@UPV2TAK61> has joined the channel""","""message"""
"""<@UKTCT84M8> has joined the channel""","""message"""
"""<@UF057V96X> has joined the channel""","""message"""
"""<@UCJALB6G0> has joined the channel""","""message"""
"""<@UCPQ4SS4X> has joined the channel""","""message"""
"""<@U6YCD4W4R> has joined the channel""","""message"""
"""<@UBGT7429L> has joined the channel""","""message"""
"""<@U3V1HPLQ7> has joined the channel""","""message"""
"""<@U7ZDL6137> has joined the channel""","""message"""
"""<@U6A1ESV4K> has joined the channel""","""message"""
"""<@U8GT283DG> has joined the channel""","""message"""
"""<@U8924QD1R> has joined the channel""","""message"""
"""<@U0DDNCDR7> has joined the channel""","""message"""
"""<@U4TJP7RQC> has joined the channel""","""message"""
"""<@U352VFCPJ> has joined the channel""","""message"""
"""<@U0975P59N> has joined the channel""","""message"""
"""<@U46QVGF36> has joined the channel""","""message"""
"""<@U458WCTGT> has joined the channel""","""message"""
"""<@U08J18KHB> has joined the channel""","""message"""
"""<@U39DDHK5W> has joined the channel""","""message"""
"""<@U0E16KGNQ> has joined the channel""","""message"""
"""<@U08J5DPMG> has joined the channel""","""message"""
"""<@U08J9497E> has joined the channel""","""message"""
"""<@U08J18KHB> has joined the channel""","""message"""
"""<@UBGT7429L> has joined the channel""","""message"""
"""<@UA52JJD9V> has joined the channel""","""message"""
"""<@U7ZDL6137> has joined the channel""","""message"""
"""<@U82904Z9V> has joined the channel""","""message"""
"""<@U4D39D7UZ> has joined the channel""","""message"""
"""<@U0975P59N> has joined the channel""","""message"""
"""<@U46QVGF36> has joined the channel""","""message"""
"""<@U3RJEUY2Z> has joined the channel""","""message"""
"""<@U154GV22K> has joined the channel""","""message"""
"""<@U2T8NCS4R> has joined the channel""","""message"""
"""<@U2ECVAXQS> has joined the channel""","""message"""
"""<@U1H3NC0P3> has joined the channel""","""message"""
"""<@U1D81N2BX> has joined the channel""","""message"""
"""<@U10QJLS3G> has joined the channel""","""message"""
"""<@U10AQ8BUP> has joined the channel""","""message"""
"""<@U0TS7MFD1> has joined the channel""","""message"""
"""<@U08J6V28G> has joined the channel""","""message"""
"""<@U08KA9KMH> has joined the channel""","""message"""
"""<@U0ARKFCH4> has joined the channel""","""message"""
"""<@U0A85F4Q2> has joined the channel""","""message"""
"""<@U092216T1> has joined the channel""","""message"""
"""<@U08JP8QUV> has joined the channel""","""message"""
"""<@U08RTK4JC> has joined the channel""","""message"""
"""<@U08L01X89> has joined the channel""","""message"""
"""<@U08LLKZRB> has joined the channel""","""message"""
"""<@U08J18KHB> has joined the channel""","""message"""
"""<@U08JA6PGC> has joined the channel""","""message"""
"""<@U08J90BUM> has joined the channel""","""message"""
"""<@U08JB3RL6> has joined the channel""","""message"""
"""<@U08J6SRR9> has joined the channel""","""message"""
"""<@U08JBBL6S> has joined the channel""","""message"""
"""<@U08JGGUBT> has joined the channel""","""message"""
"""<@U08JRPDJT> has joined the channel""","""message"""
"""<@U08JVTDPT> has joined the channel""","""message"""
"""<@U08K4HH7T> has joined the channel""","""message"""
"""<@UUDLB8AN5> has joined the channel""","""message"""
"""<@UJLUDJGP4> has joined the channel""","""message"""
"""<@UK35Q1EBV> has joined the channel""","""message"""
"""<@UCA6FP24W> has joined the channel""","""message"""
"""<@U6YCD4W4R> has joined the channel""","""message"""
"""<@UBGT7429L> has joined the channel""","""message"""
"""<@UBAV02RJ8> has joined the channel""","""message"""
"""<@U9T5QHNQG> has joined the channel""","""message"""
"""<@U08JAMUSW> has joined the channel""","""message"""
"""<@U7PDWP3EK> has joined the channel""","""message"""
"""<@U74402ESK> has joined the channel""","""message"""
"""<@U0DDNCDR7> has joined the channel""","""message"""
"""<@U5H76M02W> has joined the channel""","""message"""
"""<@U0975P59N> has joined the channel""","""message"""
"""<@U08J18KHB> has joined the channel""","""message"""
"""<@U4TLKKYF9> has joined the channel""","""message"""
"""<@UUDLB8AN5> has joined the channel""","""message"""
"""<@U28R7NWTG> has joined the channel""","""message"""
"""<@ULHDLGQCX> has joined the channel""","""message"""
"""<@UKTCT84M8> has joined the channel""","""message"""
"""<@UE169RMCY> has joined the channel""","""message"""
"""<@UCSGJHYQ2> has joined the channel""","""message"""
"""<@UC39PB4B0> has joined the channel""","""message"""
"""<@UBGT7429L> has joined the channel""","""message"""
"""<@UB47Q6TEK> has joined the channel""","""message"""
"""<@U0ZUWQ10V> has joined the channel""","""message"""
"""<@U7ZRSJF9Q> has joined the channel""","""message"""
"""<@U80HYK42H> has joined the channel""","""message"""
"""<@U7ED8463T> has joined the channel""","""message"""
"""<@U7ES84R43> has joined the channel""","""message"""
"""<@U7G1MEX0X> has joined the channel""","""message"""
"""<@U7G1MP287> has joined the channel""","""message"""
"""<@U6FGM24SZ> has joined the channel""","""message"""
"""<@U5E8TQ7JB> has joined the channel""","""message"""
"""<@U08J4700P> has joined the channel""","""message"""
"""<@U58A5L1AR> has joined the channel""","""message"""
"""<@U103141M3> has joined the channel""","""message"""
"""<@U5BA7331S> has joined the channel""","""message"""
"""<@U5BBNNHN1> has joined the channel""","""message"""
"""<@U0CD5GD5L> has joined the channel""","""message"""
"""<@U5B6UT78T> has joined the channel""","""message"""
"""<@U4Z9PQ13N> has joined the channel""","""message"""
"""<@U5BBST205> has joined the channel""","""message"""
"""<@U5AJS5JC8> has joined the channel""","""message"""
"""<@U5B8ZS0SE> has joined the channel""","""message"""
"""<@U5AJQRBPA> has joined the channel""","""message"""
"""<@U5BAG90BE> has joined the channel""","""message"""
"""<@U5B8ZUHDG> has joined the channel""","""message"""
"""<@U3YKZ8GHX> has joined the channel""","""message"""
"""<@U5C3QKACX> has joined the channel""","""message"""
"""<@U5AJUB9EC> has joined the channel""","""message"""
"""<@U5AJSEMCG> has joined the channel""","""message"""
"""<@U5BBWMN2Z> has joined the channel""","""message"""
"""<@U5C3R1SNT> has joined the channel""","""message"""
"""<@U5B019QVD> has joined the channel""","""message"""
"""<@U08NVH35M> has joined the channel""","""message"""
"""<@U5B6WT38T> has joined the channel""","""message"""
"""<@U4S8HAWG5> has joined the channel""","""message"""
"""<@U5C41FR1V> has joined the channel""","""message"""
"""<@U5AN8B4D7> has joined the channel""","""message"""
"""<@U5BAFMD0U> has joined the channel""","""message"""
"""<@U5B6VSXFV> has joined the channel""","""message"""
"""<@U29DH8S23> has joined the channel""","""message"""
"""<@U5C3P11QX> has joined the channel""","""message"""
"""<@U5C3B4PK8> has joined the channel""","""message"""
"""<@U5B73S02F> has joined the channel""","""message"""
"""<@U5C3RN7AT> has joined the channel""","""message"""
"""<@U08N07MQB> has joined the channel""","""message"""
"""<@U3BQSPCQN> has joined the channel""","""message"""
"""<@U4Z9PQ13N> has joined the channel""","""message"""
"""<@U4NLKM8KW> has joined the channel""","""message"""
"""<@U4PA22KSS> has joined the channel""","""message"""
"""<@U4NHG15DH> has joined the channel""","""message"""
"""<@U4ANMKY31> has joined the channel""","""message"""
"""<@U4AB78U6A> has joined the channel""","""message"""
"""<@U46QVGF36> has joined the channel""","""message"""
"""<@U11F3MPBP> has joined the channel""","""message"""
"""<@U3QNWC4CB> has joined the channel""","""message"""
"""<@U08JEHCDS> has joined the channel""","""message"""
"""<@U08JFTS8M> has joined the channel""","""message"""
"""<@U0GREM24B> has joined the channel""","""message"""
"""<@U2PHC72T1> has joined the channel""","""message"""
"""<@U2V773TUN> has joined the channel""","""message"""
"""<@U2CGKE8DB> has joined the channel""","""message"""
"""<@U0HTRBB0W> has joined the channel""","""message"""
"""<@U2PGJ8YLE> has joined the channel""","""message"""
"""<@U2PF267U3> has joined the channel""","""message"""
"""<@U0E1NK2P9> has joined the channel""","""message"""
"""<@U2PGT4F9N> has joined the channel""","""message"""
"""<@U2PGT0H9S> has joined the channel""","""message"""
"""<@U08JVD7GW> has joined the channel""","""message"""
"""<@U2PFT0YE7> has joined the channel""","""message"""
"""<@U2PHNAK9P> has joined the channel""","""message"""
"""<@U22JGAWD9> has joined the channel""","""message"""
"""<@U2FB3TFS5> has joined the channel""","""message"""
"""<@U2PH3LAF4> has joined the channel""","""message"""
"""<@U2PF2B2H1> has joined the channel""","""message"""
"""<@U2PH6GJP3> has joined the channel""","""message"""
"""<@U2PMBK7GX> has joined the channel""","""message"""
"""<@U2PJ3TTLM> has joined the channel""","""message"""
"""<@U2PGJCSN8> has joined the channel""","""message"""
"""<@U08J6L06Q> has joined the channel""","""message"""
"""<@U08K01M7V> has joined the channel""","""message"""
"""<@U08J18KHB> has joined the channel""","""message"""
"""<@U08J1KK9T> has joined the channel""","""message"""
"""<@U1DJ4DEQ2> has joined the channel""","""message"""
"""<@U0975P59N> has joined the channel""","""message"""
"""<@UUDLB8AN5> has joined the channel""","""message"""
"""<@URHEH896C> has joined the channel""","""message"""
"""<@U08J6L06Q> has joined the channel""","""message"""
"""<@UJS52V3E3> has joined the channel""","""message"""
"""<@UKTCT84M8> has joined the channel""","""message"""
"""<@UCSGJHYQ2> has joined the channel""","""message"""
"""<@UBGT7429L> has joined the channel""","""message"""
"""<@UB47Q6TEK> has joined the channel""","""message"""
"""<@UALQEQWTF> has joined the channel""","""message"""
"""<@UA557MXD2> has joined the channel""","""message"""
"""<@U7ZDL6137> has joined the channel""","""message"""
"""<@U9LCEE3K4> has joined the channel""","""message"""
"""<@U88NZGUGJ> has joined the channel""","""message"""
"""<@U73JMVCP6> has joined the channel""","""message"""
"""<@U6J3LSV5Y> has joined the channel""","""message"""
"""<@U6D16803Z> has joined the channel""","""message"""
"""<@U4UM7FMAS> has joined the channel""","""message"""
"""<@U58A5L1AR> has joined the channel""","""message"""
"""<@U289W06KE> has joined the channel""","""message"""
"""<@U3BFVHEUQ> has joined the channel""","""message"""
"""<@U5ANLPNV7> has joined the channel""","""message"""
"""<@U3BQSPCQN> has joined the channel""","""message"""
"""<@U5BBKA5DY> has joined the channel""","""message"""
"""<@U0PLPUFR7> has joined the channel""","""message"""
"""<@U4T9XBVAR> has joined the channel""","""message"""
"""<@U47UE2B9A> has joined the channel""","""message"""
"""<@U08J5DPMG> has joined the channel""","""message"""
"""<@U0975P59N> has joined the channel""","""message"""
"""<@U46QVGF36> has joined the channel""","""message"""
"""<@U08JEHCDS> has joined the channel""","""message"""
"""<@U08JAUNQZ> has joined the channel""","""message"""
"""<@U341CH5T7> has joined the channel""","""message"""
"""<@U2ZHK3XDK> has joined the channel""","""message"""
"""<@U08J18KHB> has joined the channel""","""message"""
"""<@U08J1KK9T> has joined the channel""","""message"""
"""<@U091XUP5Y> has joined the channel""","""message"""
"""<@U0F9QJAFJ> has joined the channel""","""message"""
"""<@U08JEE0KT> has joined the channel""","""message"""
"""<@U08MPMZFZ> has joined the channel""","""message"""
"""<@U22MUF4KD> has joined the channel""","""message"""
"""<@U2C0P3HPS> has joined the channel""","""message"""
"""<@U0GDRLM0D> has joined the channel""","""message"""
"""<@U2PG79PAQ> has joined the channel""","""message"""
"""<@U2PGJCSN8> has joined the channel""","""message"""
"""<@U2PH1G8KZ> has joined the channel""","""message"""
"""<@U154U8U4C> has joined the channel""","""message"""
"""<@U0GSNE5LG> has joined the channel""","""message"""
"""<@U2PH80LUV> has joined the channel""","""message"""
"""<@U2PH18ZHN> has joined the channel""","""message"""
"""<@U2FE2RC23> has joined the channel""","""message"""
"""<@U22JGAWD9> has joined the channel""","""message"""
"""<@U2FB3TFS5> has joined the channel""","""message"""
"""<@U2PH09XJB> has joined the channel""","""message"""
"""<@U2PG7TGFP> has joined the channel""","""message"""
"""<@UUDLB8AN5> has joined the channel""","""message"""
"""<@URGDF2N5D> has joined the channel""","""message"""
"""<@UKTCT84M8> has joined the channel""","""message"""
"""<@U08J6L06Q> has joined the channel""","""message"""
"""<@UJF86C6UB> has joined the channel""","""message"""
"""<@UBB7Z68F4> has joined the channel""","""message"""
"""<@UCSGJHYQ2> has joined the channel""","""message"""
"""<@UBSH2AJFN> has joined the channel""","""message"""
"""<@U9FQ17536> has joined the channel""","""message"""
"""<@UBGT7429L> has joined the channel""","""message"""
"""<@UAR5AHNF7> has joined the channel""","""message"""
"""<@UB47Q6TEK> has joined the channel""","""message"""
"""<@UALQEQWTF> has joined the channel""","""message"""
"""<@U9ZHDTXL6> has joined the channel""","""message"""
"""<@U7ZDL6137> has joined the channel""","""message"""
"""<@U8PGYNEDS> has joined the channel""","""message"""
"""<@U8JA9T8KE> has joined the channel""","""message"""
"""<@U73JMVCP6> has joined the channel""","""message"""
"""<@U6J3LSV5Y> has joined the channel""","""message"""
"""<@U5ZMJUGJD> has joined the channel""","""message"""
"""<@U2ZURHHDG> has joined the channel""","""message"""
"""<@U4D39D7UZ> has joined the channel""","""message"""
"""<@U08J1KK9T> has joined the channel""","""message"""
"""<@UUDLB8AN5> has joined the channel""","""message"""
"""<@UN4DNH9EH> has joined the channel""","""message"""
"""<@UMY7992UV> has joined the channel""","""message"""
"""<@UMVKM53CM> has joined the channel""","""message"""
"""<@UL65F4NTB> has joined the channel""","""message"""
"""<@ULFA8N1RC> has joined the channel""","""message"""
"""<@ULAHVNXC6> has joined the channel""","""message"""
"""<@UKTCT84M8> has joined the channel""","""message"""
"""<@UKT5TEVE1> has joined the channel""","""message"""
"""<@UKT17RQ8N> has joined the channel""","""message"""
"""<@UHY6PHRRD> has joined the channel""","""message"""
"""<@UHHKQNC6L> has joined the channel""","""message"""
"""<@UHJDAFRB8> has joined the channel""","""message"""
"""<@UBQ3MTF41> has joined the channel""","""message"""
"""<@UGXB68CA1> has joined the channel""","""message"""
"""<@UGWSXR4KV> has joined the channel""","""message"""
"""<@UGYDTJQEA> has joined the channel""","""message"""
"""<@UGX0XHJAE> has joined the channel""","""message"""
"""<@UGWVC3DSQ> has joined the channel""","""message"""
"""<@U9QBD3P7D> has joined the channel""","""message"""
"""<@U9D6F7V6Z> has joined the channel""","""message"""
"""<@UGX0VL81G> has joined the channel""","""message"""
"""<@UGWVAFMD2> has joined the channel""","""message"""
"""<@U0GK51T0W> has joined the channel""","""message"""
"""<@U88T9NXGV> has joined the channel""","""message"""
"""<@UE86WKJRE> has joined the channel""","""message"""
"""<@U91J6NH0V> has joined the channel""","""message"""
"""<@UEAB99RPG> has joined the channel""","""message"""
"""<@UEA13K4LF> has joined the channel""","""message"""
"""<@UBZH034JW> has joined the channel""","""message"""
"""<@UE29VLY07> has joined the channel""","""message"""
"""<@U983A0F44> has joined the channel""","""message"""
"""<@U9D8E50P4> has joined the channel""","""message"""
"""<@UDUTSQGF8> has joined the channel""","""message"""
"""<@UDUHMSQCX> has joined the channel""","""message"""
"""<@UDUTYA5V4> has joined the channel""","""message"""
"""<@UDUU35LMC> has joined the channel""","""message"""
"""<@UCSGJHYQ2> has joined the channel""","""message"""
"""<@UCL9FHJRK> has joined the channel""","""message"""
"""<@UCKTW1R6G> has joined the channel""","""message"""
"""<@UCL5W7NBX> has joined the channel""","""message"""
"""<@UCHASV85N> has joined the channel""","""message"""
"""<@U9FQ17536> has joined the channel""","""message"""
"""<@UBGT7429L> has joined the channel""","""message"""
"""<@UB47Q6TEK> has joined the channel""","""message"""
"""<@UB07LRQ0K> has joined the channel""","""message"""
"""<@UALQEQWTF> has joined the channel""","""message"""
"""<@UALQEPF5K> has joined the channel""","""message"""
"""<@U2NDCRS6L> has joined the channel""","""message"""
"""<@UA5V177HA> has joined the channel""","""message"""
"""<@UA1SE60S1> has joined the channel""","""message"""
"""<@U9WG8Q1K5> has joined the channel""","""message"""
"""<@U9RJR4UHG> has joined the channel""","""message"""
"""<@U7ZDL6137> has joined the channel""","""message"""
"""<@U9KQ9HWBE> has joined the channel""","""message"""
"""<@U8T0X76BB> has joined the channel""","""message"""
"""<@U9ESQMKEK> has joined the channel""","""message"""
"""<@U7W4C8YBF> has joined the channel""","""message"""
"""<@U9FEXJMN2> has joined the channel""","""message"""
"""<@U0CD5GD5L> has joined the channel""","""message"""
"""<@U9BEE6V2T> has joined the channel""","""message"""
"""<@U9D75PMN0> has joined the channel""","""message"""
"""<@U0PLPUFR7> has joined the channel""","""message"""
"""<@U8L8YA01L> has joined the channel""","""message"""
"""<@U08J1KK9T> has joined the channel""","""message"""
"""<@U3N11CPK4> has joined the channel""","""message"""
"""<@U8KCHCMJQ> has joined the channel""","""message"""
"""<@U8JA9T8KE> has joined the channel""","""message"""
"""<@U6GSP3ZC3> has joined the channel""","""message"""
"""<@U8456J1EY> has joined the channel""","""message"""
"""<@U841J9ZDH> has joined the channel""","""message"""
"""<@U83DU5M7A> has joined the channel""","""message"""
"""<@U7BUJTPHV> has joined the channel""","""message"""
"""<@U7CJ3DLP7> has joined the channel""","""message"""
"""<@U7ENT0G3Y> has joined the channel""","""message"""
"""<@U7VPGEUTX> has joined the channel""","""message"""
"""<@U7WBZRUAY> has joined the channel""","""message"""
"""<@U7VE8E32R> has joined the channel""","""message"""
"""<@U7VA3G31Q> has joined the channel""","""message"""
"""<@U7RK2EBK6> has joined the channel""","""message"""
